""	"a"	"NA"	"NA"	"NA"	"año"	"Primarias"
"2236"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO ESPACIO PUBLICITARIOS"	"708051"	"2005"	"No"
"2237"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO ESPACIOS PUBLCIITARIOS"	"708051"	"2005"	"No"
"2238"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ANIMACION VIA PUBLICA"	"55555"	"2005"	"No"
"2239"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MATERIALES DE OFICINA"	"9570"	"2005"	"No"
"2240"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ALARGADORES"	"11850"	"2005"	"No"
"2241"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE VEHICULOS"	"114921"	"2005"	"No"
"2242"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE VEHICULOS"	"43890"	"2005"	"No"
"2243"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"FRASES DE RADIO"	"1e+06"	"2005"	"No"
"2244"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MATERIALES DE OFICINA"	"91775"	"2005"	"No"
"2245"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE HOTELERIA"	"609455"	"2005"	"No"
"2246"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PROFESIONAL"	"555555"	"2005"	"No"
"2247"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MATERIALES DE OFICINA"	"194713"	"2005"	"No"
"2248"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARTICULOS DE PUBLICIDAD"	"1766436"	"2005"	"No"
"2249"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"TELAS IMPRESAS PALOMAS"	"20998740"	"2005"	"No"
"2250"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PUBLICIDAD EN CAMIONETA"	"2289305"	"2005"	"No"
"2251"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"REGARCA IONER"	"51170"	"2005"	"No"
"2252"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE VEHICULOS"	"96921"	"2005"	"No"
"2253"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE AMPLIFICACION"	"285600"	"2005"	"No"
"2254"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE EQUIPOS"	"1991280"	"2005"	"No"
"2255"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE TRANSPORTE"	"1e+05"	"2005"	"No"
"2256"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO DE BANDA ANCHA INTERNET"	"39153"	"2005"	"No"
"2257"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ENCUESTAS RURALE"	"16762000"	"2005"	"No"
"2258"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"POLERAS PUBLCIITARIAS"	"2040398"	"2005"	"No"
"2259"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"IMPRESION LIBRO"	"71400"	"2005"	"No"
"2260"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MANTENCIONES COMPUTACIONALES"	"205556"	"2005"	"No"
"2261"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARTICULOS DE PUBLICIDAD"	"1439424"	"2005"	"No"
"2262"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MATERIALES ARMADO DE PALOMAS"	"2442267"	"2005"	"No"
"2263"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MATERIALES DE OFICINA"	"92361"	"2005"	"No"
"2264"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"INSTALACIONN  DE AFICHES"	"9e+05"	"2005"	"No"
"2265"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PLAY YOUT MICHELLE BACHELET"	"305592"	"2005"	"No"
"2266"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MATERIALES DE OFICINA"	"77304"	"2005"	"No"
"2267"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS  PRESTADOS"	"1100000"	"2005"	"No"
"2268"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE VEHICULOS"	"307020"	"2005"	"No"
"2269"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ASESORIA ADMINISTRATOVA"	"777777"	"2005"	"No"
"2270"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO VEHICULO"	"152529"	"2005"	"No"
"2271"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO VEHICULO"	"205117"	"2005"	"No"
"2272"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE TRANSPORTE3"	"185000"	"2005"	"No"
"2273"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PRESTACION EN EVENTO DE CAMPANA"	"55555"	"2005"	"No"
"2274"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE ADMINISTRACION DE FONDO DE CAMPANA"	"2694528"	"2005"	"No"
"2275"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE VEHICULO"	"33201"	"2005"	"No"
"2276"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO PUBLCITARIO"	"1554862"	"2005"	"No"
"2277"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO DE PUBLICIDAD PARA CAMPANA"	"292740"	"2005"	"No"
"2278"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"TRANSPORTE PASAJEROS"	"450000"	"2005"	"No"
"2279"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"RECARGA TONER"	"25585"	"2005"	"No"
"2280"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"TONER Y TINTAS"	"92471"	"2005"	"No"
"2281"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARTICULOS ELECTRICOS"	"440996"	"2005"	"No"
"2282"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO DE TRANSPORTE"	"50000"	"2005"	"No"
"2283"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARTICULOS DE PUBLICIDAD"	"3486700"	"2005"	"No"
"2284"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS TRASLADO PERSONA"	"342000"	"2005"	"No"
"2285"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS"	"577777"	"2005"	"No"
"2286"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ASESORIA JURIDICA"	"686555"	"2005"	"No"
"2287"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PRODUCTOS PUBLICITARIOS"	"2521610"	"2005"	"No"
"2288"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"BANDERAS"	"6829874"	"2005"	"No"
"2289"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS"	"138888"	"2005"	"No"
"2290"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MONTAJE DE OBRAS ARTISTICAS"	"128520"	"2005"	"No"
"2291"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"EVENTO DEBATE PRESIDENCIAL"	"810260"	"2005"	"No"
"2292"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE COMPUTADORES"	"145380"	"2005"	"No"
"2293"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS"	"240000"	"2005"	"No"
"2294"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"IMPRESOS EN PVC"	"6188000"	"2005"	"No"
"2295"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS TRANSPORTES PERSONAS"	"538888"	"2005"	"No"
"2296"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS A CAMPANA PRESIDENCIAL"	"101000"	"2005"	"No"
"2297"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE TRASLADO"	"71400"	"2005"	"No"
"2298"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE TRANSPORTE"	"49000"	"2005"	"No"
"2299"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"FICHA DE APODERADOS"	"696864"	"2005"	"No"
"2300"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"TARJETAS Y VOLANTE"	"1874250"	"2005"	"No"
"2301"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"FICHAS DE APODERADOS"	"1428000"	"2005"	"No"
"2302"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS Y ASESORIAS DE CAMPANA"	"42801357"	"2005"	"No"
"2303"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"EVENTOS ARTISTICAS"	"357000"	"2005"	"No"
"2304"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE EQUIPO"	"71400"	"2005"	"No"
"2305"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE VEHICULOS"	"190400"	"2005"	"No"
"2306"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PROMOCION Y DIFUSION DE CAMPANA"	"2200000"	"2005"	"No"
"2307"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ELABORACION PROYECTO CUARTA REGION"	"2200000"	"2005"	"No"
"2308"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO DE HOTELERIA"	"40460"	"2005"	"No"
"2309"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"FOTOGRAFIAS CAMPANA"	"1785000"	"2005"	"No"
"2310"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MANTENCION DE PROPAGANDA"	"463333"	"2005"	"No"
"2311"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO DE CALL CENTER"	"3762780"	"2005"	"No"
"2312"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"TONNER"	"54740"	"2005"	"No"
"2313"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO CONDUTOR VEHICULO"	"777777"	"2005"	"No"
"2314"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO CONFECCION PUBLICIDAD"	"463333"	"2005"	"No"
"2315"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADO"	"463333"	"2005"	"No"
"2316"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADO"	"463333"	"2005"	"No"
"2317"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE CONDUCCION VEHICULO"	"436111"	"2005"	"No"
"2318"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS A CANDIDATURA Y ANIMACIONES"	"4e+05"	"2005"	"No"
"2319"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PUBLICIDAD EN PVC"	"65450"	"2005"	"No"
"2320"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS Y CANDIDTURA ANIMACION"	"50050"	"2005"	"No"
"2321"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE VEHICULO"	"41650"	"2005"	"No"
"2322"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"MATERIALES PARA BANDERAS"	"890005"	"2005"	"No"
"2323"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"DESARROLLO PARA FRANJA TV"	"17850000"	"2005"	"No"
"2324"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"DISENO Y DESARROLLO STAND PLEGABLES"	"3040450"	"2005"	"No"
"2325"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADO"	"388888"	"2005"	"No"
"2326"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO VEHICULO"	"50600"	"2005"	"No"
"2327"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ULTRACOM"	"2361451"	"2005"	"No"
"2328"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO VEHICULO"	"67916"	"2005"	"No"
"2329"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO DE PROYECTORES"	"35700"	"2005"	"No"
"2330"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE HOTELERIA"	"39950"	"2005"	"No"
"2331"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS A CAMPANA PRESIDENCIAL"	"77777"	"2005"	"No"
"2332"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS A CAMPANA PRESIDENCIAL"	"88888"	"2005"	"No"
"2333"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 116"	"21068"	"2005"	"No"
"2334"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 118"	"108990"	"2005"	"No"
"2335"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 118"	"78960"	"2005"	"No"
"2336"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 119"	"8500"	"2005"	"No"
"2337"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 120"	"91950"	"2005"	"No"
"2338"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORE 121"	"96000"	"2005"	"No"
"2339"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 122"	"104001"	"2005"	"No"
"2340"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 168"	"500523"	"2005"	"No"
"2341"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 169"	"200127"	"2005"	"No"
"2342"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 170"	"97580"	"2005"	"No"
"2343"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 170"	"99745"	"2005"	"No"
"2344"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 172"	"548327"	"2005"	"No"
"2345"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 159"	"85816"	"2005"	"No"
"2346"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 174"	"220554"	"2005"	"No"
"2347"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 175"	"195232"	"2005"	"No"
"2348"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 176"	"418342"	"2005"	"No"
"2349"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 177"	"212118"	"2005"	"No"
"2350"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 178"	"200749"	"2005"	"No"
"2351"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 179"	"228730"	"2005"	"No"
"2352"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 180"	"2474336"	"2005"	"No"
"2353"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 181"	"126219"	"2005"	"No"
"2354"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 182"	"537800"	"2005"	"No"
"2355"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 183"	"555750"	"2005"	"No"
"2356"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 184"	"393120"	"2005"	"No"
"2357"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 194"	"3115800"	"2005"	"No"
"2358"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 195"	"1890050"	"2005"	"No"
"2359"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES"	"341954"	"2005"	"No"
"2360"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 97"	"542301"	"2005"	"No"
"2361"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 105"	"49199"	"2005"	"No"
"2362"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 107"	"169440"	"2005"	"No"
"2363"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 109"	"137200"	"2005"	"No"
"2364"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 77"	"467836"	"2005"	"No"
"2365"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 48"	"360862"	"2005"	"No"
"2366"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 27"	"506152"	"2005"	"No"
"2367"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 26"	"125205"	"2005"	"No"
"2368"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 59"	"146197"	"2005"	"No"
"2369"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"TRAPORTE DE PASAJEROS"	"313000"	"2005"	"No"
"2370"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO VEHICULO"	"84588"	"2005"	"No"
"2371"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ASESORIA COMUNICACIONAL"	"2200000"	"2005"	"No"
"2372"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PRESENTACION EN EVENTO DE CAMPANA"	"135000"	"2005"	"No"
"2373"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 42"	"124993"	"2005"	"No"
"2374"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 40"	"206610"	"2005"	"No"
"2375"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 39"	"403048"	"2005"	"No"
"2376"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"RENDIOGASTOS MENORES 35"	"380028"	"2005"	"No"
"2377"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 34"	"122940"	"2005"	"No"
"2378"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS A CAMPANA PRESIDENCIAL"	"11850"	"2005"	"No"
"2379"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PROFESIONALES A CAMPANA PRESINDECIAL"	"2200000"	"2005"	"No"
"2380"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ASESORIA CANDIDATURA PRESIDENCIAL"	"1111111"	"2005"	"No"
"2381"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"COMBUSTIBLE"	"193208"	"2005"	"No"
"2382"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS CANDIDATURA ANIMACIONES"	"3e+05"	"2005"	"No"
"2383"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS CANDIDATURA"	"216667"	"2005"	"No"
"2384"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"IMPRESIONES"	"41650"	"2005"	"No"
"2385"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS CANDIDATURA"	"20000"	"2005"	"No"
"2386"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS CANDIDATURA"	"85000"	"2005"	"No"
"2387"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS CANDIDATURA"	"38888"	"2005"	"No"
"2388"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS A CAMPANA PRESINDENCIAL"	"777778"	"2005"	"No"
"2389"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 41"	"518868"	"2005"	"No"
"2390"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO PRESTADO"	"333333"	"2005"	"No"
"2391"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS CAMPANA ELECTORAL"	"1600000"	"2005"	"No"
"2392"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO PRESTADO"	"463333"	"2005"	"No"
"2393"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO DE MANTENCIONES VARIAS"	"5e+05"	"2005"	"No"
"2394"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO ADMINISTRATIVOS"	"177778"	"2005"	"No"
"2395"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO ADMINISTRATIVOS"	"177778"	"2005"	"No"
"2396"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 46"	"499971"	"2005"	"No"
"2397"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ENVIO DE MATERIALES PUBLICITARIOS"	"23757"	"2005"	"No"
"2398"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PVC ADHESIVO PUBLICITARIO"	"3256744"	"2005"	"No"
"2399"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"FRANQUEO DE PRODUCTOS PUBLICITARIOS"	"6127880"	"2005"	"No"
"2400"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS"	"1100000"	"2005"	"No"
"2401"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO ADMINISTRATIVOS"	"4e+05"	"2005"	"No"
"2402"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS PRESTADOS"	"5e+05"	"2005"	"No"
"2403"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE TELEFONIA"	"177778"	"2005"	"No"
"2404"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIO DE SECRETARIA"	"333333"	"2005"	"No"
"2405"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE TELEFONIA"	"177778"	"2005"	"No"
"2406"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE TELEFONIA"	"177778"	"2005"	"No"
"2407"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE TELEFONIA"	"177778"	"2005"	"No"
"2408"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE RELACIONES PUBLICIAS"	"333333"	"2005"	"No"
"2409"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS DE TRANSPORTE PERSONAS"	"911415"	"2005"	"No"
"2410"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PRESTACION DE SERVICIO"	"186666"	"2005"	"No"
"2411"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS CONTABLES"	"382500"	"2005"	"No"
"2412"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO LOCAL"	"7e+05"	"2005"	"No"
"2413"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"IMPRESIONES LASER"	"67830"	"2005"	"No"
"2414"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GLOBOS IMPRESOS"	"3927000"	"2005"	"No"
"2415"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 01"	"747868"	"2005"	"No"
"2416"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"ARRIENDO PODIO"	"35700"	"2005"	"No"
"2417"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SERVICIOS CORREOS"	"1601915"	"2005"	"No"
"2418"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 22"	"658839"	"2005"	"No"
"2419"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"BANDERAS"	"3292254"	"2005"	"No"
"2420"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 024"	"346105"	"2005"	"No"
"2421"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"GASTOS MENORES 02"	"147552"	"2005"	"No"
