""	"a"	"NA"	"NA"	"NA"	"año"	"Primarias"
"2388"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"ANDRES ALMEYDA FARGA"	"3e+06"	"2017"	"No"
"2389"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"JUAN FORCH BODECKER"	"6e+06"	"2017"	"No"
"2390"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"ARTURO BARRIOS OTEIZA"	"4500000"	"2017"	"No"
"2391"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"JUAN LAGOS ESPINOZA"	"4500000"	"2017"	"No"
"2392"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"HUGO CABEZAS MELENDEZ"	"3e+06"	"2017"	"No"
"2393"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"RUBEN DARIO DIAZ MORENO"	"3e+06"	"2017"	"No"
"2394"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"JORGE FRANCO ROJAS"	"3e+06"	"2017"	"No"
"2395"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"CLAUDIO LAGOS GUTIERREZ"	"3e+06"	"2017"	"No"
"2396"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"VLADIMIR PIZARRO DIAZ"	"1500000"	"2017"	"No"
"2397"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"OSCAR ARAYA ZUÑIGA"	"3e+06"	"2017"	"No"
"2398"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"OSVALDO ROSALES VILLAVICENCIO"	"4500000"	"2017"	"No"
"2399"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"ANA LAGOS HERRERA"	"3e+06"	"2017"	"No"
"2400"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"VARIOS REEMBOLSO"	"420967486"	"2017"	"No"
"2401"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"SERGIO ALVAREZ VARGAS"	"120000"	"2017"	"No"
"2402"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"VARIOS"	"120000"	"2017"	"No"
"2403"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"BANCOESTADO"	"23845475"	"2017"	"No"
"2404"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	"ALVARO ANDRES VILLARROEL ROJAS"	"770000"	"2017"	"No"
"2405"	"ALEJANDRO GUILLIER ALVAREZ"	"INDEPENDIENTE"	NA	"45"	"2017"	"No"
"2406"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"2e+05"	"2017"	"No"
"2407"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5000"	"2017"	"No"
"2408"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MILJENKO ANTONIO ATLAGICH IZQUIERDO"	"20000"	"2017"	"No"
"2409"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"2e+05"	"2017"	"No"
"2410"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"WINSTON ENRIQUE TIBURCIO GONZALEZ TORREJON"	"1e+05"	"2017"	"No"
"2411"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JAVIER ANDRES MORAGAHENRIQUEZ"	"50000"	"2017"	"No"
"2412"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CRISTIAN ANSELMO VIDAL PEREZ"	"7000"	"2017"	"No"
"2413"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ANDRES PEREZ CRUZ"	"2e+06"	"2017"	"No"
"2414"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"40000"	"2017"	"No"
"2415"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"40000"	"2017"	"No"
"2416"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"40000"	"2017"	"No"
"2417"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FABRICIO MARCELO ARIAS ACOSTA"	"20000"	"2017"	"No"
"2418"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"3e+05"	"2017"	"No"
"2419"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MATIAS FABIAN MORAGAHENRIQUEZ"	"30000"	"2017"	"No"
"2420"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JUAN CARLOS RIQUELMERETAMALES"	"1e+05"	"2017"	"No"
"2421"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"DIETRICH RICARDO SCHWARZENBERG SCHMID"	"20000"	"2017"	"No"
"2422"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JUANA MARIA CECILIAVALDIVIA REYES"	"10000"	"2017"	"No"
"2423"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"452796"	"2017"	"No"
"2424"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"999001"	"2017"	"No"
"2425"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PABLO LLONA RODRIGUEZ"	"2e+05"	"2017"	"No"
"2426"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MARIA CECILIA RIVERARIFFO"	"20000"	"2017"	"No"
"2427"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5000"	"2017"	"No"
"2428"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"2e+05"	"2017"	"No"
"2429"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"2000"	"2017"	"No"
"2430"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2431"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CLAUDIO PATRICIO PALOMINOS FUENTES"	"5000"	"2017"	"No"
"2432"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"2000"	"2017"	"No"
"2433"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FRANCISCO ALBERTO FAUNDEZ SALAS"	"10000"	"2017"	"No"
"2434"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"150000"	"2017"	"No"
"2435"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2436"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2437"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MARIA JOSE MEJIAS MUÑOZ"	"5000"	"2017"	"No"
"2438"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2439"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+06"	"2017"	"No"
"2440"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JOSE CRISTIAN RODRIGUEZ OLIVOS"	"1e+05"	"2017"	"No"
"2441"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"No"
"2442"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MARIA CAROLINA NEELYGARREAUD"	"2e+05"	"2017"	"No"
"2443"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"3e+05"	"2017"	"No"
"2444"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MARIO ALEJANDRO MORANUÑEZ"	"1000"	"2017"	"No"
"2445"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2446"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2447"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2448"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2449"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2450"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2451"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2452"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JORGE WALDO BAEZ ROJAS"	"10000"	"2017"	"No"
"2453"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JORGE IGNACIO ALIAGAMOLINA"	"50000"	"2017"	"No"
"2454"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1000"	"2017"	"No"
"2455"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5e+05"	"2017"	"No"
"2456"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"2e+05"	"2017"	"No"
"2457"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"60000"	"2017"	"No"
"2458"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FRANCISCO JOSE REYESSILVA"	"1e+06"	"2017"	"No"
"2459"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ESTEBAN ALONSO AVILACRISOSTOMO"	"150000"	"2017"	"No"
"2460"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1000"	"2017"	"No"
"2461"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ELIAS SEBASTIAN ABARCA MALDONADO"	"10000"	"2017"	"No"
"2462"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2463"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2464"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2465"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"40000"	"2017"	"No"
"2466"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"RAFAEL RONALD GONZALEZ REES"	"20000"	"2017"	"No"
"2467"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MARTIN JOSE MARIA DURAN"	"5e+05"	"2017"	"No"
"2468"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JUAN MARCELO POBLETEULLOA"	"10000"	"2017"	"No"
"2469"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"65000"	"2017"	"No"
"2470"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2471"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2472"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FRANCISCO MARIO ERRAZURIZ AGUIRRE"	"150000"	"2017"	"No"
"2473"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"HANS WERNER MAROWSKIPOLOWSKY"	"2e+05"	"2017"	"No"
"2474"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CRISTIAN PABLO ALLENDES LEON"	"1000"	"2017"	"No"
"2475"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ALEXANDRA SOPHIA KATIA ZILLER DOBREW"	"1e+05"	"2017"	"No"
"2476"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JUAN SAMUEL CARDENASGATICA"	"10000"	"2017"	"No"
"2477"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"GLADYS DEL CARMEN PAILLAL MILLAPI"	"10000"	"2017"	"No"
"2478"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FRANCISCO JOSE MOZODIAZ"	"2e+06"	"2017"	"No"
"2479"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2480"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5000"	"2017"	"No"
"2481"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2482"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JOSE LUIS DIAZ FERNANDEZ"	"10000"	"2017"	"No"
"2483"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"GERMAN ALFREDO EPPLEIDE"	"1e+05"	"2017"	"No"
"2484"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CARLOS ANDRES TRAUBTAGLE"	"20000"	"2017"	"No"
"2485"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"2e+05"	"2017"	"No"
"2486"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"DAVID JONATHAN MORALES CID"	"10000"	"2017"	"No"
"2487"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+06"	"2017"	"No"
"2488"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"6e+05"	"2017"	"No"
"2489"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"GUSTAVO EUGENIO VILLAGRAN MANQUILEF"	"10000"	"2017"	"No"
"2490"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"2000"	"2017"	"No"
"2491"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2492"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1000"	"2017"	"No"
"2493"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2494"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"No"
"2495"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"No"
"2496"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CRISTIAN ANDRES ARAYA LERDO DE TEJADA"	"2e+05"	"2017"	"No"
"2497"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"60000"	"2017"	"No"
"2498"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"LUIS GERARDO INFANTEINFANTE"	"160000"	"2017"	"No"
"2499"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"LUIS ROBERTO MORALESROBLES"	"70000"	"2017"	"No"
"2500"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2501"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2502"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2503"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"No"
"2504"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"EDUARDO PÁTRICIO TARIFEÑO SALAZAR"	"10000"	"2017"	"No"
"2505"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SEBASTIAN ALBERTO FIGUEROA MELO"	"1e+06"	"2017"	"No"
"2506"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1052796"	"2017"	"No"
"2507"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2508"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5000"	"2017"	"No"
"2509"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PABLO JOSE PEREZ CRUZ"	"5e+06"	"2017"	"No"
"2510"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"25000"	"2017"	"No"
"2511"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CLAUDIO MANUEL REBOLLEDO TORRES"	"10000"	"2017"	"No"
"2512"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+06"	"2017"	"No"
"2513"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"15000"	"2017"	"No"
"2514"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CARLOS CRISTIAN COXVIAL"	"2e+06"	"2017"	"No"
"2515"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SIMON MATIAS SEBASTIAN PEÑALOZA GONZALEZ"	"5000"	"2017"	"No"
"2516"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"2e+05"	"2017"	"No"
"2517"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SEBASTIAN TORO DELLACASA"	"50000"	"2017"	"No"
"2518"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CRISTIAN ANDRES ARYADE TEJADA"	"1e+05"	"2017"	"No"
"2519"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"15000"	"2017"	"No"
"2520"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"GERMAN ALFONSO ESPINOZA PETERMANN"	"20000"	"2017"	"No"
"2521"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"GONZALO ESTEBAN CARAGOL RIQUELME"	"10000"	"2017"	"No"
"2522"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"KARLA SOLANGE COFRERAMIREZ"	"1000"	"2017"	"No"
"2523"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2524"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2525"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2526"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2527"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CARLOS CRISTIAN COXVIAL"	"3e+06"	"2017"	"No"
"2528"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"GONZALO ANDRES HEVIABENTJERODT"	"250000"	"2017"	"No"
"2529"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"154000"	"2017"	"No"
"2530"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ROLANDO ISAIAS CAMPOS RIVERA"	"10000"	"2017"	"No"
"2531"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1000"	"2017"	"No"
"2532"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CLAUDIA LIDIA CACERES OLIVARES"	"5000"	"2017"	"No"
"2533"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JOSE MANUEL ROJAS OSSA"	"50000"	"2017"	"No"
"2534"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"No"
"2535"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2536"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"EMILIANO RAUL ALVAREZ YAÑEZ"	"50000"	"2017"	"No"
"2537"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"250000"	"2017"	"No"
"2538"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JORGE LUIS FERRARI CORONADO"	"1e+05"	"2017"	"No"
"2539"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"LAUTARO EDUARDO VANDE WYNGARD SALAZAR"	"10000"	"2017"	"No"
"2540"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2541"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2542"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2543"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2544"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"HECTOR VICTOR ANDRADE ZANGHERI"	"1e+05"	"2017"	"No"
"2545"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JUAN PABLO CANGAS MUXICA"	"30000"	"2017"	"No"
"2546"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MARIANA DE JESUS PEREZ CRUZ"	"5e+05"	"2017"	"No"
"2547"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MAURICIO EDUARDO ALLIENDE CORREA"	"1e+05"	"2017"	"No"
"2548"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERGIO ALEJANDRO MALDONADO DIAZ"	"30000"	"2017"	"No"
"2549"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"No"
"2550"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"LUIS ALEJANDRO NORMAN SANDINO CORBET"	"40000"	"2017"	"No"
"2551"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2552"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5000"	"2017"	"No"
"2553"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"OSCAR MARIO CABELLOARAYA"	"50000"	"2017"	"No"
"2554"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1050000"	"2017"	"No"
"2555"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2556"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2557"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CLAUDIO ALEJANDRO GUERRERO GOMEZ"	"10000"	"2017"	"No"
"2558"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"3e+05"	"2017"	"No"
"2559"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"LUIS MAURICIO ARRIAGADA CERDA"	"20000"	"2017"	"No"
"2560"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2561"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ROSARIO ROBERT NOGUERA"	"50000"	"2017"	"No"
"2562"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MARIA FABIOLA SEPULVEDA HAUGEN"	"5000"	"2017"	"No"
"2563"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MATIAS ANDRES SAN MARTIN MORA"	"10000"	"2017"	"No"
"2564"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FRANCO CRISTOBAL GONZALEZ GAJARDO"	"5000"	"2017"	"No"
"2565"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"3e+05"	"2017"	"No"
"2566"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JULIAN ADOLFO GONZALEZ GONZALEZ"	"30000"	"2017"	"No"
"2567"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2568"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"20000"	"2017"	"No"
"2569"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PABLO UGARTE MILLAN"	"50000"	"2017"	"No"
"2570"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2571"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"70000"	"2017"	"No"
"2572"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"30000"	"2017"	"No"
"2573"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"JOSE ANTONIO KAST RIST"	"40000"	"2017"	"No"
"2574"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"60000"	"2017"	"No"
"2575"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2576"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FORMULARIO 104"	"4438000"	"2017"	"No"
"2577"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FORMULARIO 103"	"12500000"	"2017"	"No"
"2578"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FORMULARIO 101"	"56600000"	"2017"	"No"
"2579"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FORMULARIO 107"	"415685284"	"2017"	"No"
"2580"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1000"	"2017"	"No"
"2581"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2582"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"25000"	"2017"	"No"
"2583"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"EMILIO TITO ZAPATA SALAZAR"	"10000"	"2017"	"No"
"2584"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"No"
"2585"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"MATIAS PEREZ CRUZ"	"1e+06"	"2017"	"No"
"2586"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"36009243"	"2017"	"No"
"2587"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"110879"	"2017"	"No"
"2588"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5e+05"	"2017"	"No"
"2589"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"No"
"2590"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CRISTIAN ALFREDO CHAVEZ TORO"	"10000"	"2017"	"No"
"2591"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"50000"	"2017"	"No"
"2592"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"10000"	"2017"	"No"
"2593"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5000"	"2017"	"No"
"2594"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"FRED ALEXANDER THIELE SCHURCH"	"30000"	"2017"	"No"
"2595"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5000"	"2017"	"No"
"2596"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"5000"	"2017"	"No"
"2597"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SANDRA IVETTE MELLADO VILLA"	"50000"	"2017"	"No"
"2598"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"3000"	"2017"	"No"
"2599"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"CARLOS GUILLERMO FICA CISTERNAS"	"10000"	"2017"	"No"
"2600"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"OSCAR ENRIQUE SAAVEDRA LABBE"	"20000"	"2017"	"No"
"2601"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"DANIELA PAZ ELIZONDOMUÑOZ"	"5000"	"2017"	"No"
